kind,key,source,line,render_type,layer,parameters,directives,dependencies,effect_calls
timeline,missile_selfbomb,enemy.particle,3308,,,sx;sy,SND,machine_die_smoke_black_nm;machine_die_smoke_red_nm;missile_selfbomb_halo,
particle,missile_selfbomb_halo,enemy.particle,3316,,TOP_ADD,,CLONE,pr_hit_stab_halo,
timeline,golemtoy_arrow_reload,enemy.particle,3333,,,attr;by;cx;cy,SND,,
particle,golemtoy_arrow_reload_line_FIRE,enemy.particle,3343,,,,CLONE;MERGE,__arrow_FIRE;od_absorbing_land_line,
particle,golemtoy_arrow_reload_halo_FIRE,enemy.particle,3351,,,,CLONE;MERGE,__arrow_FIRE;carrier_activate_eye_halo,
timeline,golemtoy_arrow_prepare_1,enemy.particle,3360,,,agR;attr;cx;cy;time,SND;WAIT,,
particle,golemtoy_arrow_circle_FIRE,enemy.particle,3370,,,,CLONE;MERGE,__arrow_FIRE;golemtoy_rm_orbit_circle_1,
particle,golemtoy_arrow_line_FIRE,enemy.particle,3385,,TOP_ADD,,CLONE;MERGE,__arrow_FIRE;enemy_get_experience_line,
timeline,golemtoy_arrow_reflec,enemy.particle,3400,,,attr;da;dx;dy,DATAD;WAIT,,
timeline,golemtoy_arrow_shot,enemy.particle,3412,,,attr;sa;sx;sy,DATAS;SND_SPOS;WAIT,,
timeline,golemtoy_arrow_shot_rotate,enemy.particle,3423,,,agR;attr;cx;cy;sx;sy,CALCAGR;DATAS;SND_SPOS;WAIT,pentapod_beam1_dust;pentapod_beam1_halo,
particle,golemtoy_arrow_hit_circle_FIRE,enemy.particle,3448,CIRCLE,ADD,,MERGE,__arrow_FIRE_2,
particle,__arrow_FIRE,enemy.particle,3469,,,,,,
particle,__arrow_ICE,enemy.particle,3474,,,,,,
particle,__arrow_THUNDER,enemy.particle,3479,,,,,,
particle,__arrow_ACME,enemy.particle,3484,,,,,,
particle,__arrow_SPERMA,enemy.particle,3489,,,,,,
particle,__arrow_FIRE_2,enemy.particle,3494,,,,,,
particle,__arrow_ICE_2,enemy.particle,3499,,,,,,
particle,__arrow_THUNDER_2,enemy.particle,3504,,,,,,
particle,__arrow_ACME_2,enemy.particle,3509,,,,,,
particle,__arrow_SPERMA_2,enemy.particle,3514,,,,,,
particle,golemtoy_arrow_dot_FIRE,enemy.particle,3519,LINE,,,MERGE,__arrow_FIRE,
particle,golemtoy_arrow_dot_ICE,enemy.particle,3543,,,,CLONE;MERGE,__arrow_ICE;golemtoy_arrow_dot_FIRE,
particle,golemtoy_arrow_dot_THUNDER,enemy.particle,3547,,,,CLONE;MERGE,__arrow_THUNDER;golemtoy_arrow_dot_FIRE,
particle,golemtoy_arrow_dot_ACME,enemy.particle,3551,,,,CLONE;MERGE,__arrow_ACME;golemtoy_arrow_dot_FIRE,
particle,golemtoy_arrow_dot_SPERMA,enemy.particle,3555,,,,CLONE;MERGE,__arrow_SPERMA;golemtoy_arrow_dot_FIRE,
particle,golemtoy_arrow_reload_line_ICE,enemy.particle,3560,,,,CLONE;MERGE,__arrow_ICE;golemtoy_arrow_reload_line_FIRE,
particle,golemtoy_arrow_reload_line_THUNDER,enemy.particle,3563,,,,CLONE;MERGE,__arrow_THUNDER;golemtoy_arrow_reload_line_FIRE,
particle,golemtoy_arrow_reload_line_ACME,enemy.particle,3566,,,,CLONE;MERGE,__arrow_ACME;golemtoy_arrow_reload_line_FIRE,
particle,golemtoy_arrow_reload_line_SPERMA,enemy.particle,3570,,,,CLONE;MERGE,__arrow_SPERMA;golemtoy_arrow_reload_line_FIRE,
particle,golemtoy_arrow_reload_halo_ICE,enemy.particle,3576,,,,CLONE;MERGE,__arrow_ICE;golemtoy_arrow_reload_halo_FIRE,
particle,golemtoy_arrow_reload_halo_THUNDER,enemy.particle,3580,,,,CLONE;MERGE,__arrow_THUNDER;golemtoy_arrow_reload_halo_FIRE,
particle,golemtoy_arrow_reload_halo_ACME,enemy.particle,3583,,,,CLONE;MERGE,__arrow_ACME;golemtoy_arrow_reload_halo_FIRE,
particle,golemtoy_arrow_reload_halo_SPERMA,enemy.particle,3587,,,,CLONE;MERGE,__arrow_SPERMA;golemtoy_arrow_reload_halo_FIRE,
particle,golemtoy_arrow_reload_circle_FIRE,enemy.particle,3593,,,,CLONE;MERGE,__arrow_FIRE;carrier_activate_eye_circle,
particle,golemtoy_arrow_reload_circle_ICE,enemy.particle,3602,,,,CLONE;MERGE,__arrow_ICE;golemtoy_arrow_reload_circle_FIRE,
particle,golemtoy_arrow_reload_circle_THUNDER,enemy.particle,3606,,,,CLONE;MERGE,__arrow_THUNDER;golemtoy_arrow_reload_circle_FIRE,
particle,golemtoy_arrow_reload_circle_ACME,enemy.particle,3609,,,,CLONE;MERGE,__arrow_ACME;golemtoy_arrow_reload_circle_FIRE,
particle,golemtoy_arrow_reload_circle_SPERMA,enemy.particle,3613,,,,CLONE;MERGE,__arrow_SPERMA;golemtoy_arrow_reload_circle_FIRE,
particle,golemtoy_arrow_circle_ICE,enemy.particle,3619,,,,CLONE;MERGE,__arrow_ICE;golemtoy_arrow_circle_FIRE,
particle,golemtoy_arrow_circle_THUNDER,enemy.particle,3624,,,,CLONE;MERGE,__arrow_THUNDER;golemtoy_arrow_circle_FIRE,
particle,golemtoy_arrow_circle_ACME,enemy.particle,3628,,,,CLONE;MERGE,__arrow_ACME;golemtoy_arrow_circle_FIRE,
particle,golemtoy_arrow_circle_SPERMA,enemy.particle,3633,,,,CLONE;MERGE,__arrow_SPERMA;golemtoy_arrow_circle_FIRE,
particle,golemtoy_arrow_line_ICE,enemy.particle,3638,,,,CLONE;MERGE,__arrow_ICE;golemtoy_arrow_line_FIRE,
particle,golemtoy_arrow_line_THUNDER,enemy.particle,3642,,,,CLONE;MERGE,__arrow_THUNDER;golemtoy_arrow_line_FIRE,
particle,golemtoy_arrow_line_ACME,enemy.particle,3646,,,,CLONE;MERGE,__arrow_ACME;golemtoy_arrow_line_FIRE,
particle,golemtoy_arrow_line_SPERMA,enemy.particle,3650,,,,CLONE;MERGE,__arrow_SPERMA;golemtoy_arrow_line_FIRE,
particle,golemtoy_arrow_hit_circle_ICE,enemy.particle,3655,,,,CLONE;MERGE,__arrow_ICE_2;golemtoy_arrow_hit_circle_FIRE,
particle,golemtoy_arrow_hit_circle_THUNDER,enemy.particle,3658,,,,CLONE;MERGE,__arrow_THUNDER_2;golemtoy_arrow_hit_circle_FIRE,
particle,golemtoy_arrow_hit_circle_ACME,enemy.particle,3661,,,,CLONE;MERGE,__arrow_ACME_2;golemtoy_arrow_hit_circle_FIRE,
particle,golemtoy_arrow_hit_circle_SPERMA,enemy.particle,3664,,,,CLONE;MERGE,__arrow_SPERMA_2;golemtoy_arrow_hit_circle_FIRE,
particle,mech_stunned_elec,enemy.particle,3669,ELEC_LINE,TOP,,,,
particle,dark_stunned_elec,enemy.particle,3695,,,,CLONE,mech_stunned_elec,
timeline,gecko_grab_jump,enemy.particle,3706,,,cx;cy,SND;WAIT,attack_start_dot;attack_start_line;snake_dig_start_halo,
timeline,gecho_spin_prepare,enemy.particle,3716,,,,SND;WAIT,,
timeline,gecho_spin_attack,enemy.particle,3722,,,cx;cy;scl,AGD;MYPOS;SND;WAIT,,
attack_ghost,gecko_spin_attack_b,enemy.particle,3733,,,,,,
attack_ghost,gecko_spin_attack_t,enemy.particle,3750,,,,CLONE,gecko_spin_attack_b,
timeline,frog_jump_init,enemy.particle,3760,,,by;cx,SND,ground_bump_smoke_l;ground_bump_smoke_r,
timeline,frozenbullet,enemy.particle,3769,,,agR;sx;sy,CALCAGR;DATAS;SND;WAIT,frozenbullet_init_circle;frozenbullet_init_dot;process_ser_frozen_smoke,
particle,frozenbullet_init_circle,enemy.particle,3784,CIRCLE,TOP,,,,
particle,frozenbullet_init_dot,enemy.particle,3811,,,,CLONE,frozen_gacha_dot,
timeline,frozenbullet_hit,enemy.particle,3823,,,sx;sy,DATAS;SND,frozenbullet_hit_tri_a,
particle,frozenbullet_hit_tri_a,enemy.particle,3830,POLYGON,TOP,,,,
timeline,frog_tongue_activate,enemy.particle,3866,,,,,,
timeline,frog_tongue_roll_out,enemy.particle,3872,,,,SND,,
timeline,frog_bury_prepare,enemy.particle,3878,,,,QU_HANDSHAKE;QU_VIB;SND,,
timeline,frog_bury_init,enemy.particle,3885,,,by;cx;cy,DRO_GROUNDBREAK;QU_SINH;QU_SINV;QU_VIB;SND,frog_bury_init_smoke;slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo;snake_circle_l;snake_dig_start_halo,
particle,frog_bury_init_smoke,enemy.particle,3903,SMOKE,,,,,
timeline,frog_vore_prepare,enemy.particle,3933,,,,SND,,
timeline,frog_vore_in_stomach,enemy.particle,3938,,,,EFT;QU_SINV,,flash
timeline,frog_vore_fatal_dmg,enemy.particle,3943,,,cx;cy,EFT;QU_HANDSHAKE;QU_SINV;SND,frog_vore_fatal_dmg_smoke,flash
particle,frog_vore_fatal_dmg_smoke,enemy.particle,3955,SMOKE_L,TOP,,,,
timeline,mgolem_jumpwire_shot,enemy.particle,3989,,,sa;sx;sy,DATAS;SND_SPOS;WAIT,golemtoy_rm_shot_circle;mgolem_jumpwire_shot_smoke_1,
particle,mgolem_jumpwire_shot_smoke_1,enemy.particle,3998,,,,CLONE,golemtoy_rm_shot_smoke_1,
timeline,mgolem_jumpwire_hit,enemy.particle,4005,,,sa;sx;sy,DATAS;SND_SPOS;WAIT,mgolem_jumpwire_hit_line,
particle,mgolem_jumpwire_hit_line,enemy.particle,4013,,,,CLONE,hit_tackle_wall_dot,
timeline,mgolem_jumpwire_release,enemy.particle,4020,,,agR;cx;cy,SND_CPOS,mgolem_jumpwire_release_halo,
particle,mgolem_jumpwire_release_halo,enemy.particle,4030,,,,CLONE,puppy_running_halo,
timeline,mgolem_jumpwire_jumpinit,enemy.particle,4039,,,_ex_min;_slen_max;by;cx,SND_CPOS;WAIT,ground_bump_smoke_l;ground_bump_smoke_r,
timeline,mgolem_jumpwire_close,enemy.particle,4049,,,,SND_CPOS;WAIT,,
timeline,mgolem_jumpwire_close_quit,enemy.particle,4058,,,,SND_CPOS;WAIT,,
timeline,mgolem_gunshot_init,enemy.particle,4067,,,,SND_CPOS,,
timeline,mgolem_gunshot_shoot,enemy.particle,4076,,,sa;sx;sxr;sy;syr,DATAS;SND_SPOS;WAIT,mgolem_gunshot_shoot_circle;mgolem_gunshot_shoot_halo;mgolem_gunshot_shoot_halo_s,
particle,mgolem_gunshot_shoot_halo,enemy.particle,4089,,TOP_ADD,,CLONE,itembomb_throw_halo,
particle,mgolem_gunshot_shoot_halo_s,enemy.particle,4098,,TOP_SUB,,CLONE,itembomb_throw_halo,
particle,mgolem_gunshot_shoot_circle,enemy.particle,4108,,,,CLONE,reflect_circle,
timeline,mgolem_gunshot_fly,enemy.particle,4116,,,sa;sx;sy,DATAS,mgolem_gunshot_fly_circle,
particle,mgolem_gunshot_fly_circle,enemy.particle,4122,BLURCIRCLE,,,,,
timeline,mgolem_gunshot_hit,enemy.particle,4152,,,_sar;sa;sx;sy,DATAS;SND,mgolem_gunshot_hit_circle;mgolem_gunshot_hit_halo;mgolem_gunshot_hit_halo_sub,
particle,mgolem_gunshot_hit_halo,enemy.particle,4161,,TOP_ADD,,CLONE,magic_thunder_explode_s_halo,
particle,mgolem_gunshot_hit_halo_sub,enemy.particle,4179,,,,CLONE,magic_thunder_explode_s_halo_sub,
particle,mgolem_gunshot_hit_circle,enemy.particle,4191,,,,CLONE,magic_thunder_explode_s_circle,
particle,stain_ice_floor_smoke,enemy.particle,4209,SMOKE,,,,,
timeline,webshot_appear,enemy.particle,4232,,,agR;sx;sy,CALCAGR;DATAS;WAIT,webshot_appear_splash_circle;webshot_appear_splash_init_circle,
particle,webshot_appear_splash_init_circle,enemy.particle,4245,,NORMAL,,CLONE,reflect_circle,
particle,webshot_appear_splash_circle,enemy.particle,4257,,,,CLONE,sponge_shot_splash_circle,
timeline,webshot_ground,enemy.particle,4263,,,sx;sy,DATAS;SND,webshot_doorline_l;webshot_ground_circle,
timeline,foot_web,enemy.particle,4271,,,cx;cy,SND,webshot_doorline,
particle,webshot_ground_circle,enemy.particle,4277,CIRCLE,TOP,,,,
particle,webshot_doorline,enemy.particle,4293,DOORLINE,TOP_ADD,,,,
particle,webshot_doorline_l,enemy.particle,4324,,,,CLONE,webshot_doorline,
timeline,stain_basic_ice,enemy.particle,4337,,,cx;cy,SND,process_ser_frozen_smoke,
timeline,stain_basic_fire,enemy.particle,4342,,,_scale;sx;sy,SND,nusi_shot_explode_halo;nusi_shot_explode_halo_s;nusi_shot_explode_smoke,
timeline,stain_basic_web,enemy.particle,4352,,,sx;sy,DRO;SND,,
timeline,pentapod_beam0,enemy.particle,4364,,,__d;__dcnt;__dcnt_max;_count;charget;cx;cy;snd,SND;WAIT,pentapod_beam0_ripple;slime_attack_charge_line,
particle,pentapod_beam0_ripple,enemy.particle,4389,SHOCKRIPPLE_C,,,,,
timeline,pentapod_beam1,enemy.particle,4410,,,cx;cy,,,
particle,pentapod_beam1_halo,enemy.particle,4419,,,,CLONE,magic_fireball_explode_halo,
particle,pentapod_beam1_dust,enemy.particle,4425,,,,CLONE,magic_fireball_explode_dust,
timeline,pentapod_jump_init,enemy.particle,4434,,,by;cx;cy,SND,ground_bump_smoke_l;ground_bump_smoke_r;slime_overdrive_eat_close_halo,
timeline,pentapod_atk_open,enemy.particle,4441,,,cx;cy,SND,slime_overdrive_eat_close_circle,
timeline,pentapod_absorb_prepare,enemy.particle,4448,,,,SND;WAIT,,
timeline,pentapod_absorb_splash,enemy.particle,4455,,,aR;ax;cx;cy,DRO;SND,pentapod_absorb_splash_circle,
particle,pentapod_absorb_splash_circle,enemy.particle,4473,CIRCLE,TOP,,,,
timeline,pig_jump_prepare,enemy.particle,4496,,,,SND;WAIT,,
timeline,pig_foot,enemy.particle,4501,,,cx;cy;sizey,SIZE;SND;WAIT,ground_bump_smoke_s_l,
timeline,pig_forefoot,enemy.particle,4508,,,ax;cx;cy;sizex;sizey,SIZE;SND;WAIT,ground_bump_smoke_s_l,
timeline,pig_jump_init,enemy.particle,4517,,,by;cx;cy,SND;WAIT,ground_bump_smoke_l;ground_bump_smoke_r;slime_overdrive_eat_close_halo,
timeline,pig_liftup_attack0,enemy.particle,4526,,,_i;cx;cy,SND;WAIT,cow_grawl_aula_ripple,
timeline,pig_liftup_running,enemy.particle,4538,,,_i;ax;cx;cy;sizex;sizey,EFT;MYPOS;SIZE;WAIT,,dash_afterimage
timeline,pig_liftup_attack1,enemy.particle,4553,,,ax;cx;cy,AGD;QU_VIB2;SND;WAIT,slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo,
attack_ghost,pig_attack1_swing,enemy.particle,4566,,,,,,
timeline,pig_attack1_wallhit,enemy.particle,4584,,,ax;cx;cy;sizex,QU_VIB2;SIZE;SND,ground_bump_smoke_l;ground_bump_smoke_r,
timeline,pig_dangerous_star,enemy.particle,4601,,,_cnt;_x;_y;cx;cy;sizex;sizey,MYPOS;SIZE,nusit_dangerous_mist;nusit_dangerous_star;nusit_dangerous_star_s,
timeline,pig_counter0,enemy.particle,4621,,,,MERGE;SND,pig_dangerous_star,
timeline,pig_counter_bump,enemy.particle,4628,,,by;cx;cy;sizey,QU_VIB2;SIZE;SND;WAIT,ground_bump_smoke_l;ground_bump_smoke_r,
timeline,pig_licking,enemy.particle,4643,,,aR;ax;cx;cy,SND,pentapod_absorb_splash_circle,
timeline,roaper_dive0,enemy.particle,4656,,,cx;cy;sizey,SIZE;SND;WAIT,roaper_dive_cylinder;sponge_attack_init_halo,
particle,roaper_dive_cylinder,enemy.particle,4669,CYLINDER_GRD,ADD,,,,
timeline,roaper_dive_fall,enemy.particle,4693,,,_i;aR;by;cx;cy;cylR;sizey,DRO_GROUNDBREAK;MYPOS;SIZE;SND;WAIT,cow_grawl_aula_ripple;roaper_dive_cylinder;slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo,
timeline,roaper_dive_appear,enemy.particle,4717,,,aR;by;cx;cy;cylR;sizey,SIZE;SND;WAIT,roaper_dive_cylinder;slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo,
timeline,roaper_atk0,enemy.particle,4731,,,cx;cy,SND;WAIT,roaper_atk0_charge_circle;roaper_atk0_charge_line,
particle,roaper_atk0_charge_line,enemy.particle,4740,DOORLINE,TOP_ADD,,,,
particle,roaper_atk0_charge_circle,enemy.particle,4764,BLURCIRCLE,,,CLONE,roaper_atk0_charge_line,
timeline,roaper_atk1,enemy.particle,4787,,,ax;cx;cy;enlarge_scale;sizey,AGD;ENLARGE;SIZE;SND;WAIT,,
attack_ghost,roaper_swing,enemy.particle,4801,,,,,,
attack_ghost,roaper_swing_t,enemy.particle,4818,,,,CLONE,roaper_swing,
timeline,roaper_absorb_small,enemy.particle,4826,,,aR;ax;cx;cy;sizex;sizey;y,SIZE;SND,absorb_atk_basic,
timeline,roaper_rot0,enemy.particle,4844,,,cx;cy,SND;WAIT,roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,roaper_rot1,enemy.particle,4852,,,_i;ax;cx;cy;sizey,AGD;MYPOS;SIZE;SND;WAIT,,
attack_ghost,roaper_swing_rot,enemy.particle,4871,,,,CLONE,roaper_swing,
timeline,roaper_grabmaden0,enemy.particle,4883,,,_i;cx;cy,MYPOS;SND;WAIT,cow_grawl_aula_ripple;roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,roaper_grabmaden1,enemy.particle,4899,,,aR;cx;cy,QU_SINH;QU_VIB;SND;WAIT,slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo,
timeline,roaper_absorb_maden,enemy.particle,4915,,,aR;ax;centerpr;cx;cy;first,EFT;SND,absorb_atk_basic,rectflash
timeline,ramda_jump,enemy.particle,4938,,,_ex_min;_slen_max;by;cx;sizex,SND,ground_bump_smoke_l;ground_bump_smoke_r,
timeline,ramda_punch_weed_prepare,enemy.particle,4947,,,,SND;WAIT,,
timeline,ramda_punch_weed,enemy.particle,4952,,,,SND;WAIT,,
timeline,ramda_punch_weed_bump,enemy.particle,4957,,,,SND;WAIT,,
timeline,ramda_punch_main_prepare,enemy.particle,4962,,,cx;cy,SND;WAIT,roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,ramda_punch_main,enemy.particle,4971,,,,SND;WAIT,,
timeline,ramda_absorb,enemy.particle,4977,,,cx;cy;in_stomach;is_torture,DRO;SND;WAIT,,
timeline,ramda_absorb_in_stomach,enemy.particle,4990,,,alpha;cx;cy,SND,ramda_absorb_in_stomach_drip,
timeline,ramda_absorb_in_stomach_dive,enemy.particle,4998,,,cx;cy,DRO;MYPOS;SND;WAIT,,
particle,ramda_absorb_in_stomach_drip,enemy.particle,5011,DRIP,TOP,,,,
particle,leechqueen_absorb_in_stomach_drip,enemy.particle,5038,,,,CLONE,ramda_absorb_in_stomach_drip,
timeline,ehome_meteor_fall,enemy.particle,5046,,,,SND_CPOS;WAIT,,
timeline,ehome_meteor_land,enemy.particle,5053,,,by;cx;cy,DRO_GROUNDBREAK;QU_HANDSHAKE;QU_SINV2;QU_VIB;SND,ehome_meteor_land_smoke;od_explode_halo_b;slime_overdrive_eat_close_circle,
particle,ehome_meteor_land_smoke,enemy.particle,5068,SMOKE_L,,,,,
timeline,ehome_summon0,enemy.particle,5099,,,cx;cy,MYPOS;SND_CPOS;WAIT,ehome_summon0_line,
particle,ehome_summon0_line,enemy.particle,5109,,SUB,,CLONE,roaper_atk0_charge_line,
timeline,ehome_summon_shot,enemy.particle,5133,,,agR;cx;cy,DRO;SND,slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo;sponge_shot_release_halo;sponge_shot_release_ripple;sponge_shot_release_ripple_a,
timeline,ehome_summon_shot_prog,enemy.particle,5149,,,agR;sx;sy,CALCAGR;DATAS;WAIT,webshot_appear_splash_circle,
timeline,ehome_summon_shot_explode,enemy.particle,5158,,,sx;sy,DATAS;DRO;SND,sponge_shot_explode_ripple,
timeline,golemtoy_catapult_release,enemy.particle,5167,,,,SND;WAIT,,
timeline,honeycomb_orbit_charge0,enemy.particle,5184,,,__d;__dcnt;__dcnt_max;charget;cx;cy,SND_CPOS;WAIT,honeycomb_orbit_charge0_elec;honeycomb_orbit_charge0_ripple;honeycomb_orbit_explode_bcircle_0,
particle,honeycomb_orbit_charge0_ripple,enemy.particle,5207,,,,CLONE,pentapod_beam0_ripple,
particle,honeycomb_orbit_charge0_elec,enemy.particle,5217,ELEC_LINE,TOP_ADD,,,,
timeline,honeycomb_orbit_charge1,enemy.particle,5243,,,cx;cy;radius,PVIB;SND_CPOS;WAIT,honeycomb_orbit_charge1_halo;honeycomb_orbit_charge1_halo_sub;honeycomb_orbit_expectation_circle;honeycomb_orbit_expectation_circle_sub,
particle,honeycomb_orbit_expectation_circle_sub,enemy.particle,5260,BLURCIRCLE,TOP_SUB,,,,
particle,honeycomb_orbit_expectation_circle,enemy.particle,5278,BLURCIRCLE,TOP_ADD,,,,
particle,honeycomb_orbit_charge1_halo,enemy.particle,5299,HALO,TOP_ADD,,,,
particle,honeycomb_orbit_charge1_halo_sub,enemy.particle,5320,,SUB,,CLONE,honeycomb_orbit_charge1_halo,
particle,honeycomb_orbit_charge1_halo_s,enemy.particle,5328,,,,CLONE,honeycomb_orbit_charge1_halo,
particle,honeycomb_orbit_charge1_halo_s_sub,enemy.particle,5335,,,,CLONE,honeycomb_orbit_charge1_halo_sub,
timeline,honeycomb_orbit_charge2,enemy.particle,5342,,,_i;cx;cy;dmg_count;dmg_intv;maxt;radius,PVIB;QU_HANDSHAKE;SND_CPOS;WAIT,honeycomb_orbit_explode_bcircle_0;honeycomb_orbit_explode_elec;honeycomb_orbit_explode_ripple,
particle,honeycomb_orbit_explode_bcircle_0,enemy.particle,5366,,,,CLONE,itembomb_magic_explode_bcircle_0,
particle,honeycomb_orbit_explode_ripple,enemy.particle,5375,,,,CLONE,itembomb_magic_explode_ripple,
particle,honeycomb_orbit_explode_elec,enemy.particle,5387,,,,CLONE,itembomb_magic_explode_elec,
timeline,honeycomb_orbit_charge3,enemy.particle,5413,,,delay,SND_CPOS;WAIT,,
timeline,honeycomb_gun_prepare,enemy.particle,5424,,,,SND_CPOS;WAIT,,
timeline,honeycomb_gun_shot,enemy.particle,5431,,,agR;hx;hy,PVIB;SND,honeycomb_gun_shot_smoke;slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo,
particle,honeycomb_gun_shot_smoke,enemy.particle,5444,,,,CLONE,cc_ep_tension0_smoke,
timeline,honeycomb_wip_prepare0,enemy.particle,5453,,,cx;cy;maxt,SND_CPOS;WAIT,roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,honeycomb_wip_prepare1,enemy.particle,5464,,,cx;cy;index,SND_CPOS;WAIT,honeycomb_orbit_charge1_halo_s;honeycomb_orbit_charge1_halo_s_sub,
timeline,honeycomb_wip_swing,enemy.particle,5479,,,ax;cx;cy;scl,AGD;SND_CPOS;WAIT,attack_start_dot_directional_long,
attack_ghost,honeycomb_wip_swing,enemy.particle,5487,,,,,,
timeline,honeycomb_needle_prepare0,enemy.particle,5508,,,cx;cy;maxt,SND_CPOS;WAIT,roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,honeycomb_needle_prepare1,enemy.particle,5519,,,cx;depy,SND_CPOS;WAIT,honeycomb_orbit_charge1_halo;honeycomb_orbit_charge1_halo_sub,
timeline,honeycomb_needle_prepare2,enemy.particle,5531,,,cx;depy,SND_CPOS;WAIT,roaper_dive_cylinder,
timeline,honeycomb_needle_appear,enemy.particle,5541,,,_vx1;_vx2;_vy1;_vy2;agR;cx;cy;index,DRO_GROUNDBREAK;PVIB;QU_SINV;SND;WAIT,attack_start_dot_directional_long;slime_overdrive_eat_close_circle;slime_overdrive_eat_close_halo,
timeline,honeycomb_bush_prepare,enemy.particle,5569,,,cx;cy;maxt,SND_CPOS;WAIT,honeycomb_orbit_charge1_halo_s;honeycomb_orbit_charge1_halo_s_sub;roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,honeycomb_bush_attack,enemy.particle,5585,,,cx;cy;radius,EFT;SND_CPOS;WAIT,honeycomb_guard_bush_circle_0;honeycomb_guard_bush_circle_1;honeycomb_guard_bush_tri_0;honeycomb_guard_bush_tri_line,postHamonMagic
particle,honeycomb_guard_bush_circle_0,enemy.particle,5597,,,,CLONE,guard_bush_circle_0,
particle,honeycomb_guard_bush_circle_1,enemy.particle,5608,,,,CLONE,guard_bush_circle_1,
particle,honeycomb_guard_bush_tri_0,enemy.particle,5621,,,,CLONE,guard_bush_tri_0,
particle,honeycomb_guard_bush_tri_line,enemy.particle,5629,,,,CLONE,honeycomb_guard_bush_tri_0,
timeline,syabon_activate,enemy.particle,5636,,,cx;cy;radius,,syabon_broken_blur;syabon_broken_circle,
timeline,syabon_broken,enemy.particle,5643,,,cx;cy;playsound;radius,SND,syabon_broken_blur;syabon_broken_circle;syabon_broken_halo,
particle,syabon_broken_halo,enemy.particle,5658,HALO,TOP,,,,
particle,syabon_broken_circle,enemy.particle,5686,CIRCLE,TOP,,,,
particle,syabon_broken_blur,enemy.particle,5714,BLURCIRCLE,,,,,
timeline,leech_walk_dive0,enemy.particle,5731,,,,SND;WAIT,,
timeline,leech_walk_dive1,enemy.particle,5737,,,cx;first;mbottom,CALCPOS;DRO_GROUNDBREAK;SND;WAIT,leech_smoke;snake_dig_start_halo,
particle,leech_smoke,enemy.particle,5756,SMOKE_L,TOP,,,,
timeline,leech_walk_dive_appear0,enemy.particle,5780,,,cx;i;mbottom,CALCPOS;SND;WAIT,leech_smoke,
timeline,leech_walk_dive_appear1,enemy.particle,5797,,,cx;mbottom,CALCPOS;DRO_GROUNDBREAK;SND;WAIT,snake_dig_start_halo,
timeline,leech_attack0,enemy.particle,5807,,,cx;cy;i,SND;WAIT,roaper_atk0_charge_circle;roaper_atk0_charge_line;snake_dig_start_halo,
timeline,leech_attack1,enemy.particle,5824,,,agR;cx;cy,SND;WAIT,snake_dig_start_halo,
timeline,leech_od_dive,enemy.particle,5837,,,agR;cx;cy,DRO_GROUNDBREAK;SND;WAIT,leech_od_smoke;snake_dig_start_halo,
particle,leech_od_smoke,enemy.particle,5848,SMOKE_L,,,CLONE,snake_smoke,
timeline,leech_od_walk_prepare,enemy.particle,5863,,,agR;cx;cy;delay,DRO_GROUNDBREAK;QU_HANDSHAKE_NEAR;QU_SINV_NEAR;SND;WAIT,leech_od_walk_prepare_smoke,
particle,leech_od_walk_prepare_smoke,enemy.particle,5877,SMOKE_L,,,CLONE,snake_smoke,
timeline,leech_od_absorb_hit,enemy.particle,5897,,,agR;cx;cy,QU_VIB;SND;WAIT,leech_od_absorb_hit_smoke,
particle,leech_od_absorb_hit_smoke,enemy.particle,5909,SMOKE_L,,,CLONE,snake_smoke,
timeline,leech_od_absorb_liquid,enemy.particle,5931,,,_pow;cx;cy;first,DRO;SND;TE_QU_SINH,,
timeline,mg_stonebullet_prepare,enemy.particle,5955,,,agR;sx;sy,SND,mg_stonebullet_prepare_blurcircle;mg_stonebullet_prepare_circle;slime_overdrive_eat_close_halo,
particle,mg_stonebullet_prepare_circle,enemy.particle,5963,SHOCKRIPPLE_D,TOP_SUB,,,,
particle,mg_stonebullet_prepare_blurcircle,enemy.particle,5988,BLURPOLYGON,NORMAL,,CLONE,mg_stonebullet_prepare_circle,
timeline,land_enemy_splash_water,enemy.particle,6001,,,cx;cy,DRO;SND,,
timeline,empress_shotgun_charge,enemy.particle,6008,,,cx;cy,FOLLOW;SND,empress_shotgun_appear_chrage;od_charge_special_halo;od_charge_special_triangle,
